club_domicile;club_exterieur;score_domicile;score_exterieur;date;heure;groupe;saison;journee
FC Sète 34;Olympique de Marseille;1;3;11/04/1948;;;1948;30
RC Strasbourg;LOSC Lille;2;0;11/04/1948;;;1948;30
Stade Rennais FC;SO Montpellier;4;1;11/04/1948;;;1948;30
FC Metz;FC Sochaux-Montbéliard;2;0;11/04/1948;;;1948;30
Red Star  F.C;Stade de Reims;0;2;11/04/1948;;;1948;30
Olympique d'Alès;Stade Français;2;2;11/04/1948;;;1948;30
Stade de Reims;RC Strasbourg;2;2;01/07/1947;;;1948;31
Toulouse FC;FC Sochaux-Montbéliard;2;3;25/04/1948;;;1948;31
Stade Français;RC Paris;1;5;25/04/1948;;;1948;31
Olympique de Marseille;CO Roubaix-Tourcoing;6;0;25/04/1948;;;1948;31
SO Montpellier;FC Sète 34;1;1;25/04/1948;;;1948;31
LOSC Lille;Stade Rennais FC;1;1;25/04/1948;;;1948;31
FC Nancy;FC Metz;4;2;25/04/1948;;;1948;31
AS Cannes;Olympique d'Alès;4;1;25/04/1948;;;1948;31
Red Star  F.C;AS Saint-Etienne;0;5;25/04/1948;;;1948;31
FC Sochaux-Montbéliard;Stade de Reims;0;3;02/05/1948;;;1948;32
FC Sète 34;Stade Français;3;2;02/05/1948;;;1948;32
AS Saint-Etienne;LOSC Lille;8;3;02/05/1948;;;1948;32
RC Paris;Olympique de Marseille;1;1;02/05/1948;;;1948;32
Stade Rennais FC;AS Cannes;0;0;02/05/1948;;;1948;32
FC Metz;Toulouse FC;1;0;02/05/1948;;;1948;32
Olympique d'Alès;SO Montpellier;3;0;02/05/1948;;;1948;32
RC Strasbourg;Red Star  F.C;3;1;02/05/1948;;;1948;32
CO Roubaix-Tourcoing;FC Nancy;3;0;02/05/1948;;;1948;32
Stade Français;CO Roubaix-Tourcoing;0;2;16/05/1948;;;1948;33
LOSC Lille;Olympique d'Alès;5;2;16/05/1948;;;1948;33
Stade de Reims;Toulouse FC;4;0;16/05/1948;;;1948;33
Olympique de Marseille;FC Metz;6;3;16/05/1948;;;1948;33
RC Strasbourg;AS Saint-Etienne;2;0;16/05/1948;;;1948;33
Red Star  F.C;Stade Rennais FC;3;5;16/05/1948;;;1948;33
FC Nancy;FC Sochaux-Montbéliard;2;1;16/05/1948;;;1948;33
AS Cannes;FC Sète 34;1;2;16/05/1948;;;1948;33
SO Montpellier;RC Paris;6;0;16/05/1948;;;1948;33
FC Sochaux-Montbéliard;Olympique de Marseille;2;2;30/05/1948;;;1948;34
FC Sète 34;LOSC Lille;1;2;30/05/1948;;;1948;34
RC Paris;AS Cannes;2;3;30/05/1948;;;1948;34
AS Saint-Etienne;Stade de Reims;3;2;30/05/1948;;;1948;34
Stade Rennais FC;RC Strasbourg;7;1;30/05/1948;;;1948;34
CO Roubaix-Tourcoing;SO Montpellier;7;0;30/05/1948;;;1948;34
FC Metz;Stade Français;0;1;30/05/1948;;;1948;34
Olympique d'Alès;Red Star  F.C;3;1;30/05/1948;;;1948;34
Toulouse FC;FC Nancy;4;0;30/05/1948;;;1948;34
Olympique de Marseille;SR Colmar;7;2;22/08/1948;;;1949;1
FC Metz;Stade Rennais FC;1;6;22/08/1948;;;1949;1
FC Sochaux-Montbéliard;Toulouse FC;3;0;22/08/1948;;;1949;1
RC Strasbourg;FC Nancy;4;2;22/08/1948;;;1949;1
AS Saint-Etienne;Stade de Reims;2;3;22/08/1948;;;1949;1
CO Roubaix-Tourcoing;SO Montpellier;2;3;22/08/1948;;;1949;1
AS Cannes;RC Paris;2;1;22/08/1948;;;1949;1
FC Sète 34;LOSC Lille;1;0;22/08/1948;;;1949;1
Red Star  F.C;OGC Nice;1;1;22/08/1948;;;1949;1
Olympique de Marseille;CO Roubaix-Tourcoing;4;2;29/08/1948;;;1949;2
RC Strasbourg;FC Sochaux-Montbéliard;0;3;29/08/1948;;;1949;2
OGC Nice;FC Metz;5;2;29/08/1948;;;1949;2
SR Colmar;Stade de Reims;3;3;29/08/1948;;;1949;2
Red Star  F.C;FC Sète 34;2;2;29/08/1948;;;1949;2
Toulouse FC;Stade Rennais FC;2;1;29/08/1948;;;1949;2
LOSC Lille;AS Saint-Etienne;5;0;29/08/1948;;;1949;2
SO Montpellier;RC Paris;0;4;29/08/1948;;;1949;2
FC Nancy;AS Cannes;1;0;29/08/1948;;;1949;2
RC Paris;Olympique de Marseille;5;4;04/09/1948;;;1949;3
Stade Rennais FC;RC Strasbourg;1;1;04/09/1948;;;1949;3
AS Saint-Etienne;Red Star  F.C;2;2;04/09/1948;;;1949;3
FC Sochaux-Montbéliard;AS Cannes;4;0;05/09/1948;;;1949;3
OGC Nice;Toulouse FC;2;1;05/09/1948;;;1949;3
Stade de Reims;LOSC Lille;2;4;05/09/1948;;;1949;3
FC Sète 34;FC Metz;1;1;05/09/1948;;;1949;3
FC Nancy;SO Montpellier;1;0;05/09/1948;;;1949;3
CO Roubaix-Tourcoing;SR Colmar;3;2;05/09/1948;;;1949;3
SO Montpellier;FC Sochaux-Montbéliard;2;1;09/09/1948;;;1949;4
Olympique de Marseille;FC Nancy;3;1;09/09/1948;;;1949;4
Toulouse FC;FC Sète 34;0;2;09/09/1948;;;1949;4
SR Colmar;LOSC Lille;2;2;09/09/1948;;;1949;4
CO Roubaix-Tourcoing;RC Paris;2;2;09/09/1948;;;1949;4
RC Strasbourg;OGC Nice;3;1;09/09/1948;;;1949;4
Red Star  F.C;Stade de Reims;3;5;09/09/1948;;;1949;4
AS Cannes;Stade Rennais FC;1;1;09/09/1948;;;1949;4
FC Metz;AS Saint-Etienne;2;0;09/09/1948;;;1949;4
FC Sochaux-Montbéliard;Olympique de Marseille;1;1;12/09/1948;;;1949;5
LOSC Lille;Red Star  F.C;2;1;12/09/1948;;;1949;5
Stade de Reims;FC Metz;6;1;12/09/1948;;;1949;5
OGC Nice;AS Cannes;2;0;12/09/1948;;;1949;5
FC Sète 34;RC Strasbourg;0;1;12/09/1948;;;1949;5
Stade Rennais FC;SO Montpellier;3;0;12/09/1948;;;1949;5
RC Paris;SR Colmar;3;3;12/09/1948;;;1949;5
FC Nancy;CO Roubaix-Tourcoing;1;2;12/09/1948;;;1949;5
AS Saint-Etienne;Toulouse FC;4;2;12/09/1948;;;1949;5
Red Star  F.C;FC Metz;2;6;18/09/1948;;;1949;6
OGC Nice;Olympique de Marseille;0;5;19/09/1948;;;1949;6
Stade de Reims;RC Strasbourg;3;0;19/09/1948;;;1949;6
Stade Rennais FC;CO Roubaix-Tourcoing;3;1;19/09/1948;;;1949;6
LOSC Lille;Toulouse FC;1;1;19/09/1948;;;1949;6
FC Sochaux-Montbéliard;RC Paris;1;2;19/09/1948;;;1949;6
FC Sète 34;SO Montpellier;2;1;19/09/1948;;;1949;6
AS Saint-Etienne;AS Cannes;3;1;19/09/1948;;;1949;6
FC Nancy;SR Colmar;1;2;19/09/1948;;;1949;6
Olympique de Marseille;Stade Rennais FC;1;3;23/09/1948;;;1949;7
RC Paris;FC Nancy;5;1;23/09/1948;;;1949;7
AS Cannes;FC Sète 34;0;2;23/09/1948;;;1949;7
Toulouse FC;Stade de Reims;2;0;23/09/1948;;;1949;7
FC Metz;LOSC Lille;3;1;23/09/1948;;;1949;7
SO Montpellier;OGC Nice;1;1;23/09/1948;;;1949;7
CO Roubaix-Tourcoing;FC Sochaux-Montbéliard;5;1;23/09/1948;;;1949;7
SR Colmar;Red Star  F.C;3;0;23/09/1948;;;1949;7
RC Strasbourg;AS Saint-Etienne;1;2;23/09/1948;;;1949;7
RC Paris;Stade Rennais FC;2;3;26/09/1948;;;1949;8
AS Cannes;Stade de Reims;1;3;26/09/1948;;;1949;8
RC Strasbourg;LOSC Lille;0;6;26/09/1948;;;1949;8
SR Colmar;FC Metz;5;1;26/09/1948;;;1949;8
CO Roubaix-Tourcoing;OGC Nice;2;1;26/09/1948;;;1949;8
Olympique de Marseille;FC Sète 34;3;1;26/09/1948;;;1949;8
FC Nancy;FC Sochaux-Montbéliard;2;2;26/09/1948;;;1949;8
SO Montpellier;AS Saint-Etienne;2;2;26/09/1948;;;1949;8
Toulouse FC;Red Star  F.C;4;1;26/09/1948;;;1949;8
Stade Rennais FC;FC Nancy;4;0;03/10/1948;;;1949;9
Stade de Reims;SO Montpellier;6;4;03/10/1948;;;1949;9
LOSC Lille;AS Cannes;2;0;03/10/1948;;;1949;9
AS Saint-Etienne;Olympique de Marseille;4;1;03/10/1948;;;1949;9
FC Sète 34;CO Roubaix-Tourcoing;0;0;03/10/1948;;;1949;9
FC Sochaux-Montbéliard;SR Colmar;2;0;03/10/1948;;;1949;9
OGC Nice;RC Paris;3;0;03/10/1948;;;1949;9
FC Metz;Toulouse FC;2;1;03/10/1948;;;1949;9
Red Star  F.C;RC Strasbourg;1;1;03/10/1948;;;1949;9
FC Nancy;LOSC Lille;0;1;07/10/1948;;;1949;10
Olympique de Marseille;Toulouse FC;4;0;07/10/1948;;;1949;10
FC Sochaux-Montbéliard;Stade de Reims;3;0;07/10/1948;;;1949;10
RC Paris;Red Star  F.C;4;0;07/10/1948;;;1949;10
OGC Nice;FC Sète 34;4;1;07/10/1948;;;1949;10
CO Roubaix-Tourcoing;FC Metz;2;2;07/10/1948;;;1949;10
SR Colmar;AS Cannes;1;1;07/10/1948;;;1949;10
SO Montpellier;RC Strasbourg;2;0;07/10/1948;;;1949;10
Stade Rennais FC;AS Saint-Etienne;1;3;07/10/1948;;;1949;10
LOSC Lille;FC Sochaux-Montbéliard;3;1;10/10/1948;;;1949;11
RC Strasbourg;Olympique de Marseille;1;2;10/10/1948;;;1949;11
Stade de Reims;Stade Rennais FC;4;2;10/10/1948;;;1949;11
FC Metz;RC Paris;1;2;10/10/1948;;;1949;11
AS Saint-Etienne;OGC Nice;2;0;10/10/1948;;;1949;11
FC Sète 34;SR Colmar;3;4;10/10/1948;;;1949;11
Toulouse FC;CO Roubaix-Tourcoing;2;0;10/10/1948;;;1949;11
AS Cannes;SO Montpellier;3;0;10/10/1948;;;1949;11
Red Star  F.C;FC Nancy;3;3;10/10/1948;;;1949;11
LOSC Lille;Olympique de Marseille;2;2;24/10/1948;;;1949;12
Stade de Reims;CO Roubaix-Tourcoing;1;0;24/10/1948;;;1949;12
Stade Rennais FC;SR Colmar;2;0;24/10/1948;;;1949;12
AS Saint-Etienne;RC Paris;3;3;24/10/1948;;;1949;12
OGC Nice;FC Sochaux-Montbéliard;5;4;24/10/1948;;;1949;12
FC Sète 34;FC Nancy;1;0;24/10/1948;;;1949;12
FC Metz;AS Cannes;2;1;24/10/1948;;;1949;12
Toulouse FC;RC Strasbourg;5;1;24/10/1948;;;1949;12
Red Star  F.C;SO Montpellier;3;0;24/10/1948;;;1949;12
Olympique de Marseille;Stade de Reims;3;4;31/10/1948;;;1949;13
SO Montpellier;LOSC Lille;2;1;31/10/1948;;;1949;13
RC Paris;FC Sète 34;5;1;31/10/1948;;;1949;13
FC Sochaux-Montbéliard;Stade Rennais FC;3;1;31/10/1948;;;1949;13
CO Roubaix-Tourcoing;AS Saint-Etienne;2;2;31/10/1948;;;1949;13
FC Nancy;OGC Nice;1;1;31/10/1948;;;1949;13
SR Colmar;Toulouse FC;2;0;31/10/1948;;;1949;13
RC Strasbourg;FC Metz;2;1;31/10/1948;;;1949;13
AS Cannes;Red Star  F.C;4;1;31/10/1948;;;1949;13
Stade de Reims;FC Nancy;3;3;07/11/1948;;;1949;14
LOSC Lille;RC Paris;2;3;07/11/1948;;;1949;14
FC Metz;Olympique de Marseille;1;4;07/11/1948;;;1949;14
FC Sète 34;Stade Rennais FC;0;0;07/11/1948;;;1949;14
OGC Nice;SR Colmar;2;0;07/11/1948;;;1949;14
AS Saint-Etienne;FC Sochaux-Montbéliard;1;1;07/11/1948;;;1949;14
Toulouse FC;SO Montpellier;4;1;07/11/1948;;;1949;14
Red Star  F.C;CO Roubaix-Tourcoing;1;1;07/11/1948;;;1949;14
RC Strasbourg;AS Cannes;1;0;07/11/1948;;;1949;14
RC Paris;Stade de Reims;3;1;14/11/1948;;;1949;15
Olympique de Marseille;Red Star  F.C;1;1;14/11/1948;;;1949;15
CO Roubaix-Tourcoing;LOSC Lille;1;4;14/11/1948;;;1949;15
Stade Rennais FC;OGC Nice;2;0;14/11/1948;;;1949;15
FC Nancy;AS Saint-Etienne;4;2;14/11/1948;;;1949;15
FC Sochaux-Montbéliard;FC Sète 34;7;0;14/11/1948;;;1949;15
